Census_Tract_Name,Total population
Census Tract 5338.05; Los Angeles County; California!!Estimate,"3,883"
Census Tract 5338.06; Los Angeles County; California!!Estimate,"3,307"
Census Tract 5339.01; Los Angeles County; California!!Estimate,"5,170"
Census Tract 5339.02; Los Angeles County; California!!Estimate,"4,339"
Census Tract 5340.01; Los Angeles County; California!!Estimate,"5,154"
Census Tract 5340.02; Los Angeles County; California!!Estimate,"3,982"
Census Tract 5341.01; Los Angeles County; California!!Estimate,"1,898"
Census Tract 5341.02; Los Angeles County; California!!Estimate,"5,860"
Census Tract 5342.01; Los Angeles County; California!!Estimate,"4,097"
Census Tract 5342.02; Los Angeles County; California!!Estimate,"4,875"
Census Tract 5342.03; Los Angeles County; California!!Estimate,"3,286"
Census Tract 5343.01; Los Angeles County; California!!Estimate,"4,028"
Census Tract 5343.02; Los Angeles County; California!!Estimate,"3,835"
Census Tract 5344.03; Los Angeles County; California!!Estimate,"3,311"
Census Tract 5344.04; Los Angeles County; California!!Estimate,"3,118"
Census Tract 5344.05; Los Angeles County; California!!Estimate,"3,925"
Census Tract 5344.06; Los Angeles County; California!!Estimate,"4,108"
Census Tract 5345.01; Los Angeles County; California!!Estimate,"5,441"
Census Tract 5345.02; Los Angeles County; California!!Estimate,"3,187"
Census Tract 5347; Los Angeles County; California!!Estimate,"4,165"
Census Tract 5348.02; Los Angeles County; California!!Estimate,"2,466"
Census Tract 5348.03; Los Angeles County; California!!Estimate,"4,517"
Census Tract 5348.04; Los Angeles County; California!!Estimate,"4,298"
Census Tract 5349; Los Angeles County; California!!Estimate,"6,133"
Census Tract 5350.01; Los Angeles County; California!!Estimate,"4,166"
Census Tract 5350.02; Los Angeles County; California!!Estimate,"3,665"
Census Tract 5351.01; Los Angeles County; California!!Estimate,"7,981"
Census Tract 5351.02; Los Angeles County; California!!Estimate,"4,522"
Census Tract 5352; Los Angeles County; California!!Estimate,"5,799"
Census Tract 5353; Los Angeles County; California!!Estimate,"5,818"
Census Tract 5354; Los Angeles County; California!!Estimate,"3,388"
Census Tract 5355.01; Los Angeles County; California!!Estimate,"2,966"
Census Tract 5355.02; Los Angeles County; California!!Estimate,"5,003"
Census Tract 5355.03; Los Angeles County; California!!Estimate,"2,495"
Census Tract 5356.03; Los Angeles County; California!!Estimate,"3,754"
Census Tract 5356.04; Los Angeles County; California!!Estimate,"4,242"
Census Tract 5356.05; Los Angeles County; California!!Estimate,"4,658"
Census Tract 5356.06; Los Angeles County; California!!Estimate,"1,899"
Census Tract 5356.07; Los Angeles County; California!!Estimate,"4,611"
Census Tract 5357.01; Los Angeles County; California!!Estimate,"5,757"
Census Tract 5357.02; Los Angeles County; California!!Estimate,"5,756"
Census Tract 5358.02; Los Angeles County; California!!Estimate,"6,316"
Census Tract 5358.03; Los Angeles County; California!!Estimate,"3,549"
Census Tract 5358.04; Los Angeles County; California!!Estimate,"6,041"
Census Tract 5359.01; Los Angeles County; California!!Estimate,"6,051"
Census Tract 5359.02; Los Angeles County; California!!Estimate,"5,735"
Census Tract 5360; Los Angeles County; California!!Estimate,"3,182"
Census Tract 5361.02; Los Angeles County; California!!Estimate,"3,405"
Census Tract 5361.03; Los Angeles County; California!!Estimate,"5,162"
Census Tract 5361.04; Los Angeles County; California!!Estimate,"3,481"
Census Tract 5362.01; Los Angeles County; California!!Estimate,"3,559"
Census Tract 5362.02; Los Angeles County; California!!Estimate,"4,214"
Census Tract 5400; Los Angeles County; California!!Estimate,"6,734"
Census Tract 5401.01; Los Angeles County; California!!Estimate,"6,345"
Census Tract 5401.02; Los Angeles County; California!!Estimate,"5,652"
Census Tract 5402.01; Los Angeles County; California!!Estimate,"2,269"
Census Tract 5402.02; Los Angeles County; California!!Estimate,"7,196"
Census Tract 5402.03; Los Angeles County; California!!Estimate,"5,075"
Census Tract 5403; Los Angeles County; California!!Estimate,"4,429"
Census Tract 5404; Los Angeles County; California!!Estimate,"1,906"
Census Tract 5405.01; Los Angeles County; California!!Estimate,"5,455"
Census Tract 5405.02; Los Angeles County; California!!Estimate,"6,765"
Census Tract 5406; Los Angeles County; California!!Estimate,"4,395"
Census Tract 5407; Los Angeles County; California!!Estimate,"3,205"
Census Tract 5408; Los Angeles County; California!!Estimate,"5,514"
Census Tract 5409.01; Los Angeles County; California!!Estimate,"5,169"
Census Tract 5409.02; Los Angeles County; California!!Estimate,"4,281"
Census Tract 5410.03; Los Angeles County; California!!Estimate,"4,650"
Census Tract 5411; Los Angeles County; California!!Estimate,"3,108"
Census Tract 5412; Los Angeles County; California!!Estimate,"6,074"
Census Tract 5413; Los Angeles County; California!!Estimate,"5,545"
Census Tract 5414.01; Los Angeles County; California!!Estimate,"3,414"
Census Tract 5414.02; Los Angeles County; California!!Estimate,"3,218"
Census Tract 5415; Los Angeles County; California!!Estimate,"5,105"
Census Tract 5416.03; Los Angeles County; California!!Estimate,"2,821"
Census Tract 5416.04; Los Angeles County; California!!Estimate,"5,223"
Census Tract 5416.05; Los Angeles County; California!!Estimate,"5,060"
Census Tract 5416.06; Los Angeles County; California!!Estimate,"2,783"
Census Tract 5417; Los Angeles County; California!!Estimate,"5,571"
Census Tract 5418.01; Los Angeles County; California!!Estimate,"5,648"
Census Tract 5418.02; Los Angeles County; California!!Estimate,"5,114"
Census Tract 5420; Los Angeles County; California!!Estimate,"5,241"
Census Tract 5421.03; Los Angeles County; California!!Estimate,"3,288"
Census Tract 5421.04; Los Angeles County; California!!Estimate,"4,050"
Census Tract 5421.05; Los Angeles County; California!!Estimate,"5,047"
Census Tract 5421.06; Los Angeles County; California!!Estimate,"2,319"
Census Tract 5422; Los Angeles County; California!!Estimate,"6,879"
Census Tract 5424.01; Los Angeles County; California!!Estimate,"4,370"
Census Tract 5424.02; Los Angeles County; California!!Estimate,"4,023"
Census Tract 5425.01; Los Angeles County; California!!Estimate,"4,368"
Census Tract 5425.02; Los Angeles County; California!!Estimate,"4,573"
Census Tract 5426.01; Los Angeles County; California!!Estimate,"3,306"
Census Tract 5426.02; Los Angeles County; California!!Estimate,"5,249"
Census Tract 5427; Los Angeles County; California!!Estimate,"5,732"
Census Tract 5428; Los Angeles County; California!!Estimate,"3,230"
Census Tract 5429; Los Angeles County; California!!Estimate,"3,535"
Census Tract 5430; Los Angeles County; California!!Estimate,"4,204"
Census Tract 5431; Los Angeles County; California!!Estimate,"6,692"
Census Tract 5432.01; Los Angeles County; California!!Estimate,"3,525"
Census Tract 5432.03; Los Angeles County; California!!Estimate,"4,081"
Census Tract 5433.04; Los Angeles County; California!!Estimate,"6,788"
Census Tract 5433.05; Los Angeles County; California!!Estimate,"3,803"
Census Tract 5433.06; Los Angeles County; California!!Estimate,"6,821"
Census Tract 5433.21; Los Angeles County; California!!Estimate,"5,789"
Census Tract 5433.22; Los Angeles County; California!!Estimate,"6,951"
Census Tract 5434; Los Angeles County; California!!Estimate,"3,599"
Census Tract 5435.01; Los Angeles County; California!!Estimate,"6,326"
Census Tract 5435.02; Los Angeles County; California!!Estimate,"4,550"
Census Tract 5435.03; Los Angeles County; California!!Estimate,"5,329"
Census Tract 5436.01; Los Angeles County; California!!Estimate,"4,531"
Census Tract 5436.03; Los Angeles County; California!!Estimate,"3,795"
Census Tract 5436.05; Los Angeles County; California!!Estimate,"4,184"
Census Tract 5436.06; Los Angeles County; California!!Estimate,"4,051"
Census Tract 5436.07; Los Angeles County; California!!Estimate,"4,986"
Census Tract 5437.01; Los Angeles County; California!!Estimate,"3,040"
Census Tract 5437.03; Los Angeles County; California!!Estimate,"4,207"
Census Tract 5437.04; Los Angeles County; California!!Estimate,"2,936"
Census Tract 5437.05; Los Angeles County; California!!Estimate,"3,194"
Census Tract 5438.01; Los Angeles County; California!!Estimate,"4,470"
Census Tract 5438.03; Los Angeles County; California!!Estimate,"4,272"
Census Tract 5438.04; Los Angeles County; California!!Estimate,"4,563"
Census Tract 5439.03; Los Angeles County; California!!Estimate,"4,127"
Census Tract 5439.05; Los Angeles County; California!!Estimate,"4,479"
Census Tract 5440.01; Los Angeles County; California!!Estimate,"3,968"
Census Tract 5440.02; Los Angeles County; California!!Estimate,"3,835"
Census Tract 5501.01; Los Angeles County; California!!Estimate,"3,958"
Census Tract 5502.01; Los Angeles County; California!!Estimate,"2,923"
Census Tract 5502.02; Los Angeles County; California!!Estimate,"5,095"
Census Tract 5503.01; Los Angeles County; California!!Estimate,"4,309"
Census Tract 5505.01; Los Angeles County; California!!Estimate,"3,864"
Census Tract 5505.02; Los Angeles County; California!!Estimate,"4,141"
Census Tract 5506.01; Los Angeles County; California!!Estimate,"5,993"
Census Tract 5506.02; Los Angeles County; California!!Estimate,"3,830"
Census Tract 5507; Los Angeles County; California!!Estimate,"6,803"
Census Tract 5508.01; Los Angeles County; California!!Estimate,"4,773"
Census Tract 5508.02; Los Angeles County; California!!Estimate,"1,938"
Census Tract 5509.01; Los Angeles County; California!!Estimate,"4,742"
Census Tract 5509.02; Los Angeles County; California!!Estimate,"5,570"
Census Tract 5510.01; Los Angeles County; California!!Estimate,"3,237"
Census Tract 5510.02; Los Angeles County; California!!Estimate,"4,346"
Census Tract 5511.01; Los Angeles County; California!!Estimate,"3,950"
Census Tract 5511.02; Los Angeles County; California!!Estimate,"5,551"
Census Tract 5512.01; Los Angeles County; California!!Estimate,"3,541"
Census Tract 5512.03; Los Angeles County; California!!Estimate,"4,111"
Census Tract 5512.04; Los Angeles County; California!!Estimate,"3,465"
Census Tract 5513; Los Angeles County; California!!Estimate,"5,670"
Census Tract 5514.01; Los Angeles County; California!!Estimate,"4,011"
Census Tract 5514.02; Los Angeles County; California!!Estimate,"5,067"
Census Tract 5515.01; Los Angeles County; California!!Estimate,"4,713"
Census Tract 5515.02; Los Angeles County; California!!Estimate,"4,517"
Census Tract 5517; Los Angeles County; California!!Estimate,"6,286"
Census Tract 5518.01; Los Angeles County; California!!Estimate,"3,315"
Census Tract 5518.02; Los Angeles County; California!!Estimate,"3,803"
Census Tract 5519; Los Angeles County; California!!Estimate,"5,324"
Census Tract 5520.01; Los Angeles County; California!!Estimate,"3,853"
Census Tract 5520.02; Los Angeles County; California!!Estimate,"3,391"
Census Tract 5521; Los Angeles County; California!!Estimate,"5,405"
Census Tract 5522; Los Angeles County; California!!Estimate,"6,115"
Census Tract 5523.01; Los Angeles County; California!!Estimate,"4,548"
Census Tract 5523.02; Los Angeles County; California!!Estimate,"4,024"
Census Tract 5524; Los Angeles County; California!!Estimate,"2,318"
Census Tract 5526.01; Los Angeles County; California!!Estimate,"5,187"
Census Tract 5526.02; Los Angeles County; California!!Estimate,"3,520"
Census Tract 5527; Los Angeles County; California!!Estimate,"6,593"
Census Tract 5528; Los Angeles County; California!!Estimate,"6,332"
Census Tract 5529; Los Angeles County; California!!Estimate,"6,565"
Census Tract 5530; Los Angeles County; California!!Estimate,"5,107"
Census Tract 5531; Los Angeles County; California!!Estimate,"6,255"
Census Tract 5532.01; Los Angeles County; California!!Estimate,"3,708"
Census Tract 5532.02; Los Angeles County; California!!Estimate,"3,459"
Census Tract 5533; Los Angeles County; California!!Estimate,"3,829"
Census Tract 5534; Los Angeles County; California!!Estimate,"3,472"
Census Tract 5535.02; Los Angeles County; California!!Estimate,"3,629"
Census Tract 5535.03; Los Angeles County; California!!Estimate,"3,013"
Census Tract 5535.04; Los Angeles County; California!!Estimate,"4,626"
Census Tract 5536.01; Los Angeles County; California!!Estimate,"4,518"
Census Tract 5536.02; Los Angeles County; California!!Estimate,"5,026"
Census Tract 5537.01; Los Angeles County; California!!Estimate,"3,925"
Census Tract 5537.02; Los Angeles County; California!!Estimate,"4,614"
Census Tract 5538.01; Los Angeles County; California!!Estimate,"4,124"
Census Tract 5538.02; Los Angeles County; California!!Estimate,"6,654"
Census Tract 5539.01; Los Angeles County; California!!Estimate,"6,492"
Census Tract 5539.02; Los Angeles County; California!!Estimate,"5,925"
Census Tract 5540.01; Los Angeles County; California!!Estimate,"4,342"
Census Tract 5540.02; Los Angeles County; California!!Estimate,"5,739"
Census Tract 5541.01; Los Angeles County; California!!Estimate,"3,540"
Census Tract 5541.05; Los Angeles County; California!!Estimate,"4,280"
Census Tract 5541.06; Los Angeles County; California!!Estimate,"3,943"
Census Tract 5542.01; Los Angeles County; California!!Estimate,"3,521"
Census Tract 5542.03; Los Angeles County; California!!Estimate,"3,914"
Census Tract 5542.04; Los Angeles County; California!!Estimate,"4,821"
Census Tract 5543.01; Los Angeles County; California!!Estimate,"3,418"
Census Tract 5543.02; Los Angeles County; California!!Estimate,"4,268"
Census Tract 5544.03; Los Angeles County; California!!Estimate,"5,592"
Census Tract 5544.04; Los Angeles County; California!!Estimate,"4,423"
Census Tract 5544.05; Los Angeles County; California!!Estimate,"3,573"
Census Tract 5544.06; Los Angeles County; California!!Estimate,"4,771"
Census Tract 5545.11; Los Angeles County; California!!Estimate,"3,746"
Census Tract 5545.12; Los Angeles County; California!!Estimate,"6,428"
Census Tract 5545.13; Los Angeles County; California!!Estimate,"2,473"
Census Tract 5545.14; Los Angeles County; California!!Estimate,"4,564"
Census Tract 5545.15; Los Angeles County; California!!Estimate,"3,328"
Census Tract 5545.16; Los Angeles County; California!!Estimate,"3,632"
Census Tract 5545.17; Los Angeles County; California!!Estimate,"4,774"
Census Tract 5545.18; Los Angeles County; California!!Estimate,"5,042"
Census Tract 5545.19; Los Angeles County; California!!Estimate,"3,243"
Census Tract 5545.21; Los Angeles County; California!!Estimate,"6,125"
Census Tract 5545.22; Los Angeles County; California!!Estimate,"4,985"
Census Tract 5546; Los Angeles County; California!!Estimate,"3,968"
Census Tract 5547; Los Angeles County; California!!Estimate,"4,170"
Census Tract 5548.01; Los Angeles County; California!!Estimate,"2,884"
Census Tract 5548.02; Los Angeles County; California!!Estimate,"5,920"
Census Tract 5549; Los Angeles County; California!!Estimate,"7,240"
Census Tract 5550.01; Los Angeles County; California!!Estimate,"5,359"
Census Tract 5550.02; Los Angeles County; California!!Estimate,"3,808"
Census Tract 5551.05; Los Angeles County; California!!Estimate,"6,136"
Census Tract 5551.06; Los Angeles County; California!!Estimate,"2,698"
Census Tract 5551.07; Los Angeles County; California!!Estimate,"5,422"
Census Tract 5552.02; Los Angeles County; California!!Estimate,"3,689"
Census Tract 5552.11; Los Angeles County; California!!Estimate,"5,509"
Census Tract 5552.12; Los Angeles County; California!!Estimate,"5,609"
Census Tract 5553; Los Angeles County; California!!Estimate,"4,819"
Census Tract 5700.01; Los Angeles County; California!!Estimate,"4,746"
Census Tract 5700.02; Los Angeles County; California!!Estimate,"2,523"
Census Tract 5700.03; Los Angeles County; California!!Estimate,"3,836"
Census Tract 5701; Los Angeles County; California!!Estimate,"2,966"
Census Tract 5702.02; Los Angeles County; California!!Estimate,"6,850"
Census Tract 5702.03; Los Angeles County; California!!Estimate,"3,926"
Census Tract 5702.04; Los Angeles County; California!!Estimate,"4,557"
Census Tract 5703.03; Los Angeles County; California!!Estimate,"4,052"
Census Tract 5703.04; Los Angeles County; California!!Estimate,"4,881"
Census Tract 5703.05; Los Angeles County; California!!Estimate,"4,896"
Census Tract 5703.06; Los Angeles County; California!!Estimate,"2,963"
Census Tract 5704.02; Los Angeles County; California!!Estimate,"3,353"
Census Tract 5704.03; Los Angeles County; California!!Estimate,"3,865"
Census Tract 5704.04; Los Angeles County; California!!Estimate,"4,005"
Census Tract 5705.02; Los Angeles County; California!!Estimate,"6,184"
Census Tract 5705.03; Los Angeles County; California!!Estimate,"3,752"
Census Tract 5705.04; Los Angeles County; California!!Estimate,"3,210"
Census Tract 5706.01; Los Angeles County; California!!Estimate,"5,893"
Census Tract 5706.02; Los Angeles County; California!!Estimate,"5,639"
Census Tract 5706.03; Los Angeles County; California!!Estimate,"5,566"
Census Tract 5707.01; Los Angeles County; California!!Estimate,"7,372"
Census Tract 5707.03; Los Angeles County; California!!Estimate,"2,952"
Census Tract 5708; Los Angeles County; California!!Estimate,"5,313"
Census Tract 5709.01; Los Angeles County; California!!Estimate,"5,661"
Census Tract 5709.02; Los Angeles County; California!!Estimate,"3,385"
Census Tract 5710; Los Angeles County; California!!Estimate,"5,598"
Census Tract 5711.01; Los Angeles County; California!!Estimate,"5,034"
Census Tract 5711.02; Los Angeles County; California!!Estimate,"3,617"
Census Tract 5712.01; Los Angeles County; California!!Estimate,"3,819"
Census Tract 5712.02; Los Angeles County; California!!Estimate,"3,903"
Census Tract 5713; Los Angeles County; California!!Estimate,"4,818"
Census Tract 5714; Los Angeles County; California!!Estimate,"4,987"
Census Tract 5715.02; Los Angeles County; California!!Estimate,"5,096"
Census Tract 5715.04; Los Angeles County; California!!Estimate,"5,045"
Census Tract 5715.05; Los Angeles County; California!!Estimate,"2,889"
Census Tract 5716; Los Angeles County; California!!Estimate,"2,182"
Census Tract 5717.01; Los Angeles County; California!!Estimate,"6,239"
Census Tract 5717.03; Los Angeles County; California!!Estimate,"3,430"
Census Tract 5717.04; Los Angeles County; California!!Estimate,"3,817"
Census Tract 5718; Los Angeles County; California!!Estimate,"3,240"
Census Tract 5719; Los Angeles County; California!!Estimate,"5,971"
Census Tract 5720.01; Los Angeles County; California!!Estimate,"6,254"
Census Tract 5722.01; Los Angeles County; California!!Estimate,"5,629"
Census Tract 5722.02; Los Angeles County; California!!Estimate,"3,372"
Census Tract 5723.01; Los Angeles County; California!!Estimate,"3,809"
Census Tract 5725; Los Angeles County; California!!Estimate,"3,700"
Census Tract 5726; Los Angeles County; California!!Estimate,"5,005"
Census Tract 5727; Los Angeles County; California!!Estimate,"5,290"
Census Tract 5730.02; Los Angeles County; California!!Estimate,"3,288"
Census Tract 5730.03; Los Angeles County; California!!Estimate,"1,723"
Census Tract 5730.04; Los Angeles County; California!!Estimate,"4,878"
Census Tract 5731.01; Los Angeles County; California!!Estimate,"4,531"
Census Tract 5731.02; Los Angeles County; California!!Estimate,"2,891"
Census Tract 5732.01; Los Angeles County; California!!Estimate,"3,844"
Census Tract 5732.02; Los Angeles County; California!!Estimate,"6,678"
Census Tract 5733; Los Angeles County; California!!Estimate,"3,840"
Census Tract 5734.01; Los Angeles County; California!!Estimate,"1,505"
Census Tract 5734.02; Los Angeles County; California!!Estimate,"7,000"
Census Tract 5734.03; Los Angeles County; California!!Estimate,"3,058"
Census Tract 5736.01; Los Angeles County; California!!Estimate,"6,353"
Census Tract 5737; Los Angeles County; California!!Estimate,"5,423"
Census Tract 5738; Los Angeles County; California!!Estimate,"4,155"
Census Tract 5739.02; Los Angeles County; California!!Estimate,"2,212"
Census Tract 5740; Los Angeles County; California!!Estimate,"5,108"
Census Tract 5741; Los Angeles County; California!!Estimate,"5,151"
Census Tract 5742.01; Los Angeles County; California!!Estimate,"3,265"
Census Tract 5742.02; Los Angeles County; California!!Estimate,"2,229"
Census Tract 5743; Los Angeles County; California!!Estimate,"6,677"
Census Tract 5744; Los Angeles County; California!!Estimate,"5,555"
Census Tract 5745; Los Angeles County; California!!Estimate,"6,744"
Census Tract 5746.02; Los Angeles County; California!!Estimate,"1,267"
Census Tract 5748; Los Angeles County; California!!Estimate,"3,182"
Census Tract 5749.01; Los Angeles County; California!!Estimate,"3,949"
Census Tract 5749.02; Los Angeles County; California!!Estimate,"5,507"
Census Tract 5750.01; Los Angeles County; California!!Estimate,"4,225"
Census Tract 5750.02; Los Angeles County; California!!Estimate,"4,554"
Census Tract 5751.01; Los Angeles County; California!!Estimate,"4,279"
Census Tract 5751.02; Los Angeles County; California!!Estimate,"4,250"
Census Tract 5751.03; Los Angeles County; California!!Estimate,"5,107"
Census Tract 5752.01; Los Angeles County; California!!Estimate,"4,335"
Census Tract 5752.02; Los Angeles County; California!!Estimate,"4,177"
Census Tract 5753; Los Angeles County; California!!Estimate,"4,064"
Census Tract 5754.01; Los Angeles County; California!!Estimate,"4,259"
Census Tract 5754.02; Los Angeles County; California!!Estimate,"3,750"
Census Tract 5758.01; Los Angeles County; California!!Estimate,"2,241"
Census Tract 5758.02; Los Angeles County; California!!Estimate,"4,450"
Census Tract 5758.03; Los Angeles County; California!!Estimate,"2,527"
Census Tract 5759.01; Los Angeles County; California!!Estimate,"3,530"
Census Tract 5759.02; Los Angeles County; California!!Estimate,"4,869"
Census Tract 5760.01; Los Angeles County; California!!Estimate,"6,005"
Census Tract 5762; Los Angeles County; California!!Estimate,"5,190"
Census Tract 5763.01; Los Angeles County; California!!Estimate,"4,756"
Census Tract 5763.02; Los Angeles County; California!!Estimate,"2,986"
Census Tract 5764.01; Los Angeles County; California!!Estimate,"3,933"
Census Tract 5764.02; Los Angeles County; California!!Estimate,"4,256"
Census Tract 5764.03; Los Angeles County; California!!Estimate,"4,814"
Census Tract 5765.01; Los Angeles County; California!!Estimate,"2,805"
Census Tract 5765.02; Los Angeles County; California!!Estimate,"4,997"
Census Tract 5765.03; Los Angeles County; California!!Estimate,"3,919"
Census Tract 5766.01; Los Angeles County; California!!Estimate,"4,193"
Census Tract 5766.02; Los Angeles County; California!!Estimate,"4,601"
Census Tract 5767; Los Angeles County; California!!Estimate,"4,163"
Census Tract 5768.01; Los Angeles County; California!!Estimate,"3,760"
Census Tract 5768.02; Los Angeles County; California!!Estimate,"4,426"
Census Tract 5769.01; Los Angeles County; California!!Estimate,"5,152"
Census Tract 5769.03; Los Angeles County; California!!Estimate,"4,018"
Census Tract 5769.04; Los Angeles County; California!!Estimate,"3,098"
Census Tract 5770; Los Angeles County; California!!Estimate,"6,993"
Census Tract 5771; Los Angeles County; California!!Estimate,"7,452"
Census Tract 5772; Los Angeles County; California!!Estimate,"5,893"
Census Tract 5773; Los Angeles County; California!!Estimate,"5,935"
Census Tract 5774; Los Angeles County; California!!Estimate,"2,807"
Census Tract 5775.01; Los Angeles County; California!!Estimate,"3,333"
Census Tract 5775.04; Los Angeles County; California!!Estimate,"1,372"
Census Tract 5776.02; Los Angeles County; California!!Estimate,"3,229"
Census Tract 5776.04; Los Angeles County; California!!Estimate,"1,655"
Census Tract 5776.05; Los Angeles County; California!!Estimate,"4,661"
Census Tract 5776.06; Los Angeles County; California!!Estimate,"3,875"
Census Tract 5777; Los Angeles County; California!!Estimate,"4,681"
Census Tract 5778; Los Angeles County; California!!Estimate,"4,666"
Census Tract 5779; Los Angeles County; California!!Estimate,"5,598"
Census Tract 5780; Los Angeles County; California!!Estimate,"5,360"
Census Tract 5781; Los Angeles County; California!!Estimate,"2,249"
Census Tract 5990; Los Angeles County; California!!Estimate,"3,258"
Census Tract 5991; Los Angeles County; California!!Estimate,723
Census Tract 6001; Los Angeles County; California!!Estimate,"7,184"
Census Tract 6002.01; Los Angeles County; California!!Estimate,"5,151"
Census Tract 6002.02; Los Angeles County; California!!Estimate,"6,923"
Census Tract 6003.02; Los Angeles County; California!!Estimate,"2,701"
Census Tract 6003.03; Los Angeles County; California!!Estimate,"4,178"
Census Tract 6003.04; Los Angeles County; California!!Estimate,"3,946"
Census Tract 6004; Los Angeles County; California!!Estimate,"4,208"
Census Tract 6005.01; Los Angeles County; California!!Estimate,"2,510"
Census Tract 6006.01; Los Angeles County; California!!Estimate,"2,594"
Census Tract 6006.02; Los Angeles County; California!!Estimate,"2,693"
Census Tract 6007.02; Los Angeles County; California!!Estimate,"4,638"
Census Tract 6007.03; Los Angeles County; California!!Estimate,"1,623"
Census Tract 6007.04; Los Angeles County; California!!Estimate,"3,027"
Census Tract 6008.01; Los Angeles County; California!!Estimate,"2,866"
Census Tract 6008.02; Los Angeles County; California!!Estimate,"2,458"
Census Tract 6009.02; Los Angeles County; California!!Estimate,"6,382"
Census Tract 6009.11; Los Angeles County; California!!Estimate,"3,542"
Census Tract 6009.12; Los Angeles County; California!!Estimate,"4,813"
Census Tract 6010.01; Los Angeles County; California!!Estimate,"2,160"
Census Tract 6010.02; Los Angeles County; California!!Estimate,"5,022"
Census Tract 6011; Los Angeles County; California!!Estimate,"7,199"
Census Tract 6012.02; Los Angeles County; California!!Estimate,"3,845"
Census Tract 6012.11; Los Angeles County; California!!Estimate,"2,996"
Census Tract 6012.12; Los Angeles County; California!!Estimate,"5,054"
Census Tract 6013.01; Los Angeles County; California!!Estimate,"1,888"
Census Tract 6013.02; Los Angeles County; California!!Estimate,"6,513"
Census Tract 6013.03; Los Angeles County; California!!Estimate,"5,465"
Census Tract 6014.01; Los Angeles County; California!!Estimate,"6,594"
Census Tract 6014.02; Los Angeles County; California!!Estimate,"4,450"
Census Tract 6015.01; Los Angeles County; California!!Estimate,"3,640"
Census Tract 6015.02; Los Angeles County; California!!Estimate,"3,423"
Census Tract 6016; Los Angeles County; California!!Estimate,"4,067"
Census Tract 6017; Los Angeles County; California!!Estimate,"5,263"
Census Tract 6018.01; Los Angeles County; California!!Estimate,"3,049"
Census Tract 6018.02; Los Angeles County; California!!Estimate,"3,454"
Census Tract 6019; Los Angeles County; California!!Estimate,"4,452"
Census Tract 6020.02; Los Angeles County; California!!Estimate,"3,036"
Census Tract 6020.03; Los Angeles County; California!!Estimate,"4,220"
Census Tract 6021.03; Los Angeles County; California!!Estimate,"5,476"
Census Tract 6021.04; Los Angeles County; California!!Estimate,"5,646"
Census Tract 6021.05; Los Angeles County; California!!Estimate,"3,880"
Census Tract 6021.06; Los Angeles County; California!!Estimate,"6,197"
Census Tract 6022.01; Los Angeles County; California!!Estimate,"4,494"
Census Tract 6022.02; Los Angeles County; California!!Estimate,"2,882"
Census Tract 6023.01; Los Angeles County; California!!Estimate,"6,878"
Census Tract 6023.02; Los Angeles County; California!!Estimate,"4,796"
Census Tract 6024.02; Los Angeles County; California!!Estimate,"7,194"
Census Tract 6024.03; Los Angeles County; California!!Estimate,"4,266"
Census Tract 6024.04; Los Angeles County; California!!Estimate,"5,932"
Census Tract 6025.04; Los Angeles County; California!!Estimate,"4,849"
Census Tract 6025.05; Los Angeles County; California!!Estimate,"4,704"
Census Tract 6025.06; Los Angeles County; California!!Estimate,"4,012"
Census Tract 6025.07; Los Angeles County; California!!Estimate,"4,678"
Census Tract 6025.10; Los Angeles County; California!!Estimate,"4,004"
Census Tract 6025.11; Los Angeles County; California!!Estimate,"4,229"
Census Tract 6025.12; Los Angeles County; California!!Estimate,"1,889"
Census Tract 6025.13; Los Angeles County; California!!Estimate,"1,428"
Census Tract 6026.01; Los Angeles County; California!!Estimate,"4,989"
Census Tract 6026.02; Los Angeles County; California!!Estimate,"2,659"
Census Tract 6027; Los Angeles County; California!!Estimate,"3,545"
Census Tract 6028.01; Los Angeles County; California!!Estimate,"4,200"
Census Tract 6028.02; Los Angeles County; California!!Estimate,"4,438"
Census Tract 6029; Los Angeles County; California!!Estimate,"4,256"
Census Tract 6030.04; Los Angeles County; California!!Estimate,"1,797"
Census Tract 6030.05; Los Angeles County; California!!Estimate,"6,471"
Census Tract 6030.06; Los Angeles County; California!!Estimate,"1,970"
Census Tract 6030.07; Los Angeles County; California!!Estimate,"3,471"
Census Tract 6030.08; Los Angeles County; California!!Estimate,"3,833"
Census Tract 6031.01; Los Angeles County; California!!Estimate,"4,878"
Census Tract 6031.02; Los Angeles County; California!!Estimate,"3,412"
Census Tract 6032; Los Angeles County; California!!Estimate,"3,340"
Census Tract 6033.01; Los Angeles County; California!!Estimate,"3,441"
Census Tract 6033.02; Los Angeles County; California!!Estimate,"4,281"
Census Tract 6034; Los Angeles County; California!!Estimate,"3,846"
Census Tract 6035; Los Angeles County; California!!Estimate,"2,934"
Census Tract 6036; Los Angeles County; California!!Estimate,"4,187"
Census Tract 6037.02; Los Angeles County; California!!Estimate,"4,776"
Census Tract 6037.03; Los Angeles County; California!!Estimate,"2,589"
Census Tract 6037.05; Los Angeles County; California!!Estimate,"2,637"
Census Tract 6037.06; Los Angeles County; California!!Estimate,"3,550"
Census Tract 6038.01; Los Angeles County; California!!Estimate,"4,874"
Census Tract 6038.02; Los Angeles County; California!!Estimate,"4,020"
